category	size_bytes	sha256	path
source	5127	e842f5b1168c4a109587cd8d9602b58da244d67c8da56474c67edaffe2ea7a12	src/main/git/source-control/effective-upstream-status-probe.ts
source	8504	ddd5b6e884102ffc53933e12c8107e965d02e2131860be362047c5bec44ba075	src/main/git/source-control/file-diff.ts
source	1011	084f81696c553491f26518f28be655ca80c860e7c83c1e452e9e70eff17c3e78	src/main/git/source-control/get-status-options.ts
source	4896	ff38d59cbb142658a9dcfdc222ac4ee8e67b857311f97bb0e120443fc04f4def	src/main/git/source-control/git-blob-read.ts
source	2509	9ecf3b3ae1d3c48c0efd908d2eaf8ccab3ea0d96858bd51b584d5efadb88831c	src/main/git/source-control/git-conflict-operation.ts
source	3925	43e1870f2e65f6beb830d7098682e994b3586484fcb4424176f34e2b5f06b3f4	src/main/git/source-control/git-pathspec.ts
source	1807	e7820ca4693cdd65a30cb7cf12c0b07e7c68b08eb19e7f686ff0c472ea5038ab	src/main/git/source-control/git-read-cache-invalidation.ts
source	191	05731371bdde0db2d6413f881be869822e5267f9f3b9238ecb6b967602975d72	src/main/git/source-control/git-runtime-options-cache-key.ts
source	117	1deda1abb5db15d3377e1bf9fd61df79b6d39cc54fa237ab5e27f7a56394f77f	src/main/git/source-control/git-show-max-bytes.ts
source	297	9d14fb05f66e8e96ac1d02c3ca79960eed516904904768ac9f6a8f25706b8cad	src/main/git/source-control/previewable-binary-mime-types.ts
source	1787	a35a5116afd6f0b9f27f409ab7726f25b9650ba9deb57321970dc955f79d163e	src/main/git/source-control/resolve-git-dir.test.ts
source	1346	919e5cdc511b168ad252a3045850d869e1bc9d7d9a88a0bc23a88703437b5407	src/main/git/source-control/resolve-git-dir.ts
source	361	75812e715bc7604c1e55cd4330047aca70ef294ca467ae9036d5b7d1f357ebcd	src/main/git/source-control/resolved-upstream-name-cache.ts
source	5072	02f88cdabd6a195264bb9043f66e94a78a098bb2445553db2acf3fac3863198d	src/main/git/source-control/settled-diff-cache.ts
source	1901	85559aa7c9d087444586d52ec9ef9d5333a3aed1c88e0d5152c03cd483e928a0	src/main/git/source-control/staged-commit-context.ts
source	2209	2927c53e4fbdffb47f6a82accc120d26656f96de5d021c29c705b91f52ab85de	src/main/git/source-control/staging.ts
source	2591	c57897d0cc7ed16555b497ff65d858eb7a35a932ea0809bde707f8ab4486f540	src/main/git/source-control/status-branch-line-total-input.ts
source	2724	d552eba14d8a6cc1f63fb09e93b20b780825639a7d98d8004ad9a532d0132aa4	src/main/git/source-control/status-line-stats.ts
source	11276	9bbbb17a31bec8bf1739d9d602b69e65160f13ed04823598ff0f57bae3cefb5c	src/main/git/source-control/status-read.ts
source	2933	2248b76830b09cf523d70559afdf139d1fe38af298784b4d14b97404a2449d69	src/main/git/source-control/submodule-diff.ts
source	1479	dd7b3a4035150a867701a112f2dcbce6791beb25707a40996ff482db8e8cc4b7	src/main/git/source-control/submodule-gitlink-oid.ts
source	5231	35a3294b9783d8516a66eda17dd25ccc3e30add1827594e96460d3caa7c26f48	src/main/git/source-control/submodule-paths.ts
source	4581	9d542261e939b2823a8d38f12383c9bcc0d4b7706c9b73459fbd9d3f0e651dea	src/main/git/source-control/submodule-status.ts
source	9779	a733f10ee1c064cf5d57576b7c2e2b65dc7496bfb432bcc046c45336bd06d446	src/main/git/source-control/worktree-diff-stamp.ts
source	1795	6b2f421751ac163e3465a6c5928c414f7f1210eeb5f434b73ac561dd820b6cb9	src/main/git/source-control/worktree-filesystem-path.ts
source	4476	34063215ec440ae654ab2e03472a19b1b9ad636e5094fb84fd5ff31e0a6a3e85	src/main/git/source-control/wsl-tracked-pathspec-banner.test.ts
source	487	5bef6e95ad65c2ec59e4dc9151bf05b1b18c1ff1126036cde24abb374b02e632	src/main/git/stable-missing-git-remote-error.ts
source	2044	2cd580835dc8972db428a9db13093b175b293e6b8ec3eaea47b266f22eac79ab	src/main/git/status-branch-compare-real-ref.test.ts
source	15818	9323d6019f61bc29feb2f5244b07cc64316db0767bff9684c05121a3696d12ce	src/main/git/status-branch-compare.test.ts
source	12651	c3846d4bed9909906502d82f5feeb2416a31807328a0130aa58a7134eaaf6332	src/main/git/status-branch-line-total-exec-contract.test.ts
source	10129	1b177522aa4924b1cc5bc3b03feba0b5862a0ad360acedcc85264348bc6847ef	src/main/git/status-branch-line-total-real-git.test.ts
source	6812	0f7c0226f4d2baa03ab857ad656ab8b657e3db27b99155de1fb5c01175ef0c6f	src/main/git/status-branch-line-total-relay-parity.test.ts
source	8863	9ef0f6f842736e63d87e4cdac9c70246319d4918a36f54be18d696e00ca22470	src/main/git/status-conflict-operations.test.ts
source	8217	39e8b78759bc512fcc4c59bd2a4b6351ebe820ec7abcc6ac037ff9e2c5d6ec47	src/main/git/status-conflict-overlap.bench.test.ts
source	1566	b2c465f510c17332aec5a81dff7f15b8022c0465c8ea68bbe62768bca6b499f8	src/main/git/status-cquoted-paths.test.ts
source	15859	129a03144fa3dc79149cdb1ced5501ca6efd6cd07121b8dfba3252c3797c4bee	src/main/git/status-diff-settled-cache.test.ts
source	20820	b4d31acc1b0f079dfb611fd826bfde281a8c38ff0abbe95eac1599da7deea48c	src/main/git/status-diff.test.ts
source	8350	4d09140217d86b9243ca22bc4fae2b5dd9119f95bc36dbb8e9142589435791eb	src/main/git/status-discard-and-bulk-staging.test.ts
source	7093	17172d6f2e867058d5eb30c65400c769f995755b6a3539868cc3e7ca52f5fb71	src/main/git/status-discard-symlink.test.ts
source	5920	0f11a64056e9d499707b3f07691174a021d61192a3f8bf31e649cf08937de929	src/main/git/status-line-stats-host-paths.test.ts
source	3362	1eea7dd246830c0c898aee6a10f195a36c16474da7c2ce5cf536bc5dfa824522	src/main/git/status-pathspec-literals.test.ts
source	5080	7216cac020d9d1c4fc0dfc1ac95c59d78599603661da28fe025376db812b00f3	src/main/git/status-porcelain-parser.test.ts
source	14077	e991f4a1b33af0ad316e82071e5a4e2f98860c1b52478df5c53034edf6ffb745	src/main/git/status-read-coalescing.test.ts
source	6137	43183243a67deab503a68d9fb936d5e1543859bd76ded2fe289de655a9325202	src/main/git/status-shared-symlinks.test.ts
source	8573	d60e5fce14e6bd42885cc71c69d5c2da5fd6f5eed93ae2b3956bc87c651f89de	src/main/git/status-submodule-path-cache.test.ts
source	16000	4dcdea46c091f418ca9807cdde383146706f931bba178a5f7a40861647f1cc90	src/main/git/status-submodule.test.ts
source	3042	75edd39030ef139a046a4666490253863f76887fcc6dbfb07e7d6224064d5230	src/main/git/status-symlink-probe-budget.test.ts
source	3185	907040b83c2f6a4f2b753eaff9ad879c3a4cc0e054e7777825fd8bd41eb065d5	src/main/git/status-test-harness.ts
source	13169	70884e8ee060946ab101d9dc068813ea1dc8f5a48163ea719109f8025cf7e0e4	src/main/git/status-upstream-negative-cache.test.ts
source	14240	4e7d3cdfeecf81a7d9b78e07f7c5eb6cabb07e3ff25cbd7826540b6aca384399	src/main/git/status-upstream-probe-churn.test.ts
source	3625	2989fb72d3d839d4a87e65009654d04c11c4b6af5454897945a2ed2185a9f876	src/main/git/status-upstream-ref.test.ts
source	1421	9ddc4b7bd9f5d59d50df6af6cc5e090b26ba67e8296530f8b9213fedc18dc46c	src/main/git/status-upstream-ref.ts
source	3257	fca36c1348e3c0a5e1151b808018d04eaa2b5d39d913cc8cc5b25f51e7447668	src/main/git/status-wsl-pathspecs.test.ts
source	27600	6c316cda348fbd6859f1db916c489319627f38a5622b598cee291d69324f322d	src/main/git/status.test.ts
source	1916	b0bba4f901715210ad78b8eb1336fe378f36699fad059e2e614e723042167110	src/main/git/status.ts
source	2420	a5bc4c7e5b2175e8838ae171224288a6bcc3f85e16a1abac7cfd202d8a6116c4	src/main/git/upstream-deferred-fork-remote-real.test.ts
source	27758	b65300cdd295cb05b7b10af7660f6775d3791aacb32f4771651c862ef224bc43	src/main/git/upstream.test.ts
source	3844	77bd63ee42390408cc23763fbe9891b17824e31a00bc6f1271656ebba6782dbd	src/main/git/upstream.ts
source	22320	7672e65a3a1059a6dd81317aa743dd086f0629a6ebc71860569d118bd648d279	src/main/git/worktree-add-creation-config.test.ts
source	29692	dcb45bece6e2561f7102c0335eec065afb5a61889d10845f25d7d9864d5d558d	src/main/git/worktree-add-local-base-refresh.test.ts
source	7861	c6178d1c52678d582d67b89fda882aa4810359ed1073a89ca4f95b2e303305d5	src/main/git/worktree-add-local-base-suggestion.test.ts
source	5485	f63e029645c9a1f18c89cfcbc461a9f33c605af38692608c46f4866ed94de599	src/main/git/worktree-add-timeout-override.test.ts
source	8866	de9fb67b5fc4fc05335d06b479dabfe4ab87afd1e71a403b3a6dcafd493d5493	src/main/git/worktree-add.ts
source	4796	9eb5b2b74e25def58c0734f76aac02175a581d63cf9b5ce158f7a793145a8755	src/main/git/worktree-base-divergence-real-git.test.ts
source	6813	90aa2bd832e96d7f53e79b28aa866b3251c9a9622186e84af3cd50560bc5053c	src/main/git/worktree-base-divergence.test.ts
source	7386	b57262aa3aa4db28fb84e5096d9b986475ee700404a1c16c255374a0d69ac8f9	src/main/git/worktree-base-divergence.ts
source	3273	75b2c695ac56cb9a82d20d308c3f7f44a8a80a2cbb345291b02cc8866712b7a2	src/main/git/worktree-base-ref-probe.test.ts
source	3733	5028adccc96cef3cd8a1a46cd5c8531698a23038fd6c4fe9ed9f60e3d99849aa	src/main/git/worktree-base-ref-probe.ts
source	7405	28d2a7a75c1d0ad84aa6f4c417940b26523708ac577e6bd3c67fd3b69fce80c9	src/main/git/worktree-base-refresh-analysis.ts
source	2931	ce6b078ab356e471eabbdd13ea0d2dfe85bea5bb66e5f8f0632e1a6f00429375	src/main/git/worktree-base-refresh.ts
source	6951	dba0e5ea2202116dac53fe3e08af6c1c63572f2f32e2726fd7277845ca8f6282	src/main/git/worktree-branch-removal.ts
source	1219	94192000ebfbdcdacbd334e18ce3e495e4c06f8ef3230a2364e03c16e6c6a244	src/main/git/worktree-common-dir-comparison.test.ts
source	2794	b563f792952e00d2d81c7a7fdf74eccd54e19fce62a72b7f52c838bc15cb28ca	src/main/git/worktree-configured-paths-concurrency.test.ts
source	15969	66eabdc7375872ea5bffc53bde615cc4d915c8e74530b7ca0553c48b5915281c	src/main/git/worktree-create-preparation-real-git.test.ts
source	3315	f40ca29b42792a92d68d7e114b4a1d78dc4eb66c0a9e13dc17f268d64b4393e0	src/main/git/worktree-create-preparation-real-wsl.test.ts
source	9773	39c1c811626a5034dbb0f319529e97f0122cc5e8bce8879fc30a81a43319f916	src/main/git/worktree-create-preparation.ts
source	7652	e242ceae1f15cbb3e06d73753c46543ce50f0f1a64e96feb59ab45d86b7bb400	src/main/git/worktree-created-description-real-git.test.ts
source	7917	5b9e85f9166ddaff68aa72b19463fc30053dd73c9ab12795cce99d21b789b935	src/main/git/worktree-created-disk-witness.test.ts
source	7197	807dfc12aa319d87b3b370bfc3e0037acd1eb42f2398effa89dbcaed3a85969c	src/main/git/worktree-deferred-removal-real-git.test.ts
source	2300	a3fc9bad59b4e5c41d2f25bfd0798b46d66381f1af899a0bfce44054b09376b0	src/main/git/worktree-diff-stamp-guest-gitdir.test.ts
source	2167	42832c96c3eb1e9f478c54fa6e6ee30cd765a9ee80ef0f966f97a8ede1fcd61c	src/main/git/worktree-diff-stamp-host-paths.test.ts
source	4685	71e65c9a5e4fe0f9b965fc8b62d4742c2add52929994672f06517f3978bf4da6	src/main/git/worktree-git-capabilities.test.ts
source	6085	821dde5ddae964e69c7a8507fe285ae05217c8740fcd09f6c51605a9514f881d	src/main/git/worktree-graph-listing.test.ts
source	5733	dcaf6196bd9213a2e46f783baabcdce73fae3441cca0e1b63dcee8f9257ad6b0	src/main/git/worktree-include-file.test.ts
source	5705	d920608a6bf617bee3f2f1d7b30668ceaa43ae99b3e3b016165d40799e1462b6	src/main/git/worktree-include-file.ts
source	5370	cd57de722d0fb2bec574eb48ef700c8b57bf91b6556954fdfd85130cffb65365	src/main/git/worktree-list-paths.test.ts
source	14211	59956139efa22f04b26e7fcb84f552cf9b0de56829a651c9b62f6764c4b502f7	src/main/git/worktree-list-porcelain.test.ts
source	10283	f9ece6b952c2cc8482bff5190e675c2edca4c49b5227e26af44955538642778f	src/main/git/worktree-list-reader.ts
source	4752	ef752388c5c6329938f5303f93eef36e7c8aeaa3e2a7a874978727a1552498f8	src/main/git/worktree-listing-created-sparse-distro.test.ts
source	2442	d10eaa5c05c1ab8e4415a925f72b20683de89ba4d89f28670dce00c5e693d8d9	src/main/git/worktree-listing-sparse-distro.test.ts
source	12775	a276f5d7676a798ae9b80ba7e51dac4aa28445af35f76a8dc7c75c1fa5c6091a	src/main/git/worktree-listing.ts
source	3284	ac6c2dee99d8f94a3c23b07b426a10eec80d90022b59aa4eebd9ec6c59a800c5	src/main/git/worktree-move.test.ts
source	1274	796fc02b6a773533bdcbe4b504be4220dcbc3337655159c80cd0e4b11d6084de	src/main/git/worktree-move.ts
source	6038	0b791ea255f6b795ce8fa89951d53b21ad991747ab8b7540321679a917728603	src/main/git/worktree-mutation-route-invalidation.test.ts
source	4420	2f4fb09871a8493b2d496a3bc2618f290776b742248e745f19326c4701f111fa	src/main/git/worktree-operation-options.ts
source	1860	923d701d02b7568e82a50459419e628a466424e861ba0c533551fe8e15fedba1	src/main/git/worktree-path-comparison.ts
source	7760	92a248bf83ac9ba2b2c1c9fa0cb62ca6ecc530fbd9bd79f39360bb70058faa9c	src/main/git/worktree-porcelain-parsing.test.ts
source	3619	2a573478857ecc0029c3db641fd71dd6ecdeb08340d7296e908167d3b12b5b8b	src/main/git/worktree-preparation-base-oid.test.ts
source	6339	6c30f5b5526f6e92a4ce5253b28aac7f70883ffd7757ae59fca72f5183019c3e	src/main/git/worktree-preparation-cancel-latency.bench.test.ts
source	3726	a18440a70e0ccd4af69d6782b9ff3e3018db77fc885e0ec229c249c746e1b255	src/main/git/worktree-removal-large-tree.bench.test.ts
source	2457	40cf90ae4f8f3fafae05d9aebf043dee9773b2123dcd45468370e1c40c5ecc48	src/main/git/worktree-removal-preflight.ts
source	6985	82adfad81789e7fe4480d35797fe575872ee81709b9ca520fd6b6c26539e4cbe	src/main/git/worktree-removal.ts
source	5065	58d1efb34918143715fdcb7fed9f89ce335106119f3b543f61c970d6767e48d9	src/main/git/worktree-remove-branch-deletion.test.ts
source	3460	b752e39d7730849e170e2204f90120f256b2fc77dbb3fe53ee24cdc13640d536	src/main/git/worktree-scan-cache-annotation-reuse.test.ts
source	18216	8e0c0be6089784bcc3ac83621ad7c2a648957c1a86054cb3412501c02da9f447	src/main/git/worktree-scan-cache-sharing.test.ts
source	6276	866313937f59dc780b9196dba97270f9b6417ec80f35d5509ddf83716d206cea	src/main/git/worktree-scan-cache.ts
source	6994	58f87126e2bf8f409557877c71d9b9be7b3ffd5a48a6d1304a91b50cb63f9d2d	src/main/git/worktree-separate-git-dir.test.ts
source	14460	707a1a888b2f6925bb2ef5ee1486bd49ab967714972bfff386cb4620f1c5fd8a	src/main/git/worktree-shared-directories.test.ts
source	5278	591d061b887b354c86ecba3010eea99cd989f695bf59e6c362de8db8877ea85e	src/main/git/worktree-shared-directories.ts
source	2843	5ecb284a50bf27bb50a0635c658b83cce9546d3a477be175a572c3ae107362dd	src/main/git/worktree-sparse-add.ts
source	15651	a5673996762e2ba38edea852aa4bc0e695f528949f324e17466a48425c08d115	src/main/git/worktree-sparse-checkout-cache.test.ts
source	7377	b876f5285c4d024d4eae5afc1234f756af151bdcc567ac2ffcb189e524fb3c85	src/main/git/worktree-sparse-checkout-cache.ts
source	10092	6b7f09c4b277e63dce17aa9519b4cbb1b37313193eda4054bf883f1dbcc5e909	src/main/git/worktree-sparse-checkout.test.ts
source	2271	d9328c007c0cdc7f96546798d6c05eec0a4e1ac082f0f3fac82149be41e36291	src/main/git/worktree-sparse-state-host-paths.test.ts
source	6454	f823700497afbcafc09c5808b3df8ba3d893a379866dd00cd14fbd86ac50914f	src/main/git/worktree-sparse-state.ts
source	4014	ced94812f3b60e4ec52fb3a12d5fae41e66b630d1650100d6b5ceb29b0b47021	src/main/git/worktree-symlink-detection.test.ts
source	2922	97f3bd4383876737d09d7ac1266ffd506d013748721d748ef711616c9b5550ac	src/main/git/worktree-symlink-detection.ts
source	800	3dc9d0e8ef48e6ffc53e7fbf7daf1a96098c10122e5ee7d891e63d21ebdc020a	src/main/git/worktree-test-harness.ts
source	1639	dc071d55f4bacbba028b3ed19605d15ea2d5f9bb8bf1b4e7bc383750c2df330f	src/main/git/worktree.ts
source	6574	21e843b9e8f7159a9c6681828e73cdc9187fbbc1cfa5ba9882a5a7bf151f8fba	src/main/git/wsl-direct-git-read-commands.test.ts
source	5406	fc2d2bea1be3457de83c6444070d6d771d1739ae1b00e344196b2f28d7368bc0	src/main/git/wsl-direct-git-read-commands.ts
source	5484	b59a93f3385850cb672099010f77bb2e2f821a10fd86047383e07e5cf49b4acc	src/main/git/wsl-git-read-environment.ts
source	4504	8eab36225b4a40d64bcae8f0a99e3536e3e39e9efb11df490b95c52277a3ebc7	src/main/git/wsl-linked-worktree-git-route-invalidation.test.ts
source	2539	85258abc81923d396275ed7e585c83c48d1a062bde6b86cd06a794a9abe7f4a1	src/main/git/wsl-linked-worktree-git-route-probe.ts
source	22042	0d3b5c1cc1e13d1d2b0966122904f442c2f40b88e240b993ca438d338cbcd084	src/main/git/wsl-linked-worktree-git-routing.test.ts
source	9091	8ba194596be616bc907223774b78b496866860ef3a1d22dd53bc67e868f0d0a1	src/main/git/wsl-linked-worktree-git-routing.ts
source	4374	91b18b33d816a36eebea5b6578892913d8b38801e521421318ea635eef071f55	src/main/git/wsl-process-group-termination.test.ts
source	3088	8562c478753e6f7d856fd52aa3153693cf479af453263420a9b58142207b0ee0	src/main/git/wsl-process-group-termination.ts
source	14614	06d75389231f496991bcf84bf4b666fa0ed465de95e1271d25c2d90da6ec119e	src/main/gitea/client.test.ts
source	10318	ddbc187a64feeac8f0505b3be949ec804fcefd6b42ac1bb579bc95067dd17a6f	src/main/gitea/client.ts
source	4797	145c6a8d0a9f0e07fdf4572db02addb6fc71abf1d6f5ecb4dc39a088756f50f1	src/main/gitea/pull-request-creation.test.ts
source	7223	0ff34a2a849598df6ebdbaf8ccf6105b3862c6278a748a73f8f213ac4130f409	src/main/gitea/pull-request-creation.ts
source	2710	a2693c9bae73efe1256146c5c2af9d9b6074958a42394a67f7058af8fa07f7e9	src/main/gitea/pull-request-mappers.test.ts
source	3218	c4ec0bfeff7274209c7331a96b8bc70496a50b06f24dbb17d7dfd299f4c648b2	src/main/gitea/pull-request-mappers.ts
source	5392	0fed00c8bfcad3ac7c07307c50f05a4ce7c270b01a4945b827f06aba77916ad7	src/main/gitea/pull-request-scan-cache.ts
source	7326	804a3ae7553441022d2a55744267abf562217ab57031ff1314d2ac377add2b07	src/main/gitea/repository-ref.test.ts
source	3766	c30b44eae0a0c698c9accce406d8415e7f5f5fe70e04e03948f5dc26f833bd0a	src/main/gitea/repository-ref.ts
source	7739	75220a5775061d642bd64dc79c54c04cb713ed9b12df6d501f1a321be9b09734	src/main/github/__fixtures__/work-item-search-api.ts
config	6767	287508b98e3e5483d5f401c07c985919d69750458f66e5de5446012d6c14be0d	src/main/github/__fixtures__/work-item-search-metadata.json
source	5464	3237511940fe1480a2577435f8b81a3210873b488be2a40d47e195dcef89ad51	src/main/github/auth-diagnose.test.ts
source	6320	4982d404139fdd3829d42492346b28de58a3b37c51285e4b33f9d28f3667e81c	src/main/github/auth-diagnose.ts
source	15977	e6810a0f1f0ff7c6f4b7c61fe5694f3d06ac86710ef8fed0b006a8bbea1ce614	src/main/github/client-create-pr.test.ts
source	5730	ea519e8cbbf48bcbcf5dcdaa438644af4f45da8154b0d4bef677933df08451b2	src/main/github/client-file-viewed.test.ts
source	6950	44d1b7ea344fa1226f3f18c84fe783ce35e0046c46670aade2bd61f3e007ec79	src/main/github/client-issue-origin-preference.test.ts
source	34476	b5b85a3fe8e1b252d7cb3cca558bbb399ae9010cf86dd570f434525cf14920ee	src/main/github/client-issue-source.test.ts
source	21213	c1e9b770af5394dff028b65d8328299bb2e0da0934d94b0502b5e220b09ccc82	src/main/github/client-merge-queue-auto-merge.test.ts
source	19359	7c02e12bb61ace1ec7943c27519007155de284bf43adad262c75a802a160965b	src/main/github/client-merged-pr-visibility.test.ts
source	7181	2b956182897c7e643e89e8a365e5ec564d09662ae1ecd772f5d8cb731475a4e6	src/main/github/client-pr-branch-discovery.test.ts
source	11962	3571c1dbcb1b27b8e062ac74cf46b09bf46f0ca98c7d12af36ef830a7b05ee3a	src/main/github/client-pr-check-details.test.ts
source	24081	023ed53e596034f9cb18c5f01b7a0513a9980b18a41811c7173ca8a8d35c338d	src/main/github/client-pr-checks.test.ts
source	10172	de47fc9450a7d4fa15d3d38b2cc98b439b9abcbf4405dfc800f42f8ebadfb55e	src/main/github/client-pr-comment-reactions.test.ts
source	17043	dc6959f6a14a4925dbf9610a08666bd10f5e4325f1232b0418ed143b245f808c	src/main/github/client-pr-conflict-summary.test.ts
source	22089	55c6d01b32c39b5d5313aa30f77d5fb302dd7aa2e93af1940e9e6c3375ff3796	src/main/github/client-pr-fallback-number.test.ts
source	22554	9876f0e8e2e2addb8bf19ae9429116c3a2fb80ff577f7e46b59b2e3d247204d8	src/main/github/client-pr-linked-lookup.test.ts
source	20401	972fd5e9eee642702be023f39f9c4e33b95ebe16afdd1e618e4d2c6cd9365ee1	src/main/github/client-pr-local-runtime.test.ts
source	16794	5350b7d48cc73773ce65e55c0c61f7726791fa02d83454b34812196eb1eadf94	src/main/github/client-pr-push-target.test.ts
source	4553	a4378f0948d945cee5de6ae8e3cc75b58e35e1c7c7b6be844bc0561a5b286c3f	src/main/github/client-pr-state.test.ts
source	4205	c70cd68e3f37573bad908bb5b42261119ef3163a0472dbac69226102b3e5fdfa	src/main/github/client-rate-limit-block.test.ts
source	10185	3413326e9e11dfd2f4c71737871365af9fd298e5a8f29689d0de940395a5a453	src/main/github/client-ssh-provider-execution-boundary.test.ts
source	22553	68b39a5c6b4dbbb5c6937d909b4488ae9c32e804258e306591c04e9c3569f641	src/main/github/client-stack-merge-guard.test.ts
source	6694	3f939d7118e3a52680025488fcd3cfefcd3535b63689e95cc28a0074bab81254	src/main/github/client-starred.test.ts
source	4314	f58587d8e1bc411f51b7e6d4c489e096540385603a4525c933ce1c86303e2563	src/main/github/client-test-harness.ts
source	9048	550897fc962068f6355634e08665998a5275f1b98d66fea731de94e98a5cc6ac	src/main/github/client-test-mocks.ts
source	13837	4033ecb0b30689ea3f6f18a1fac46fdb32cada1a87678f83913c74b883fe47fa	src/main/github/client-tracked-upstream-fork-owner.test.ts
source	28133	0d53452dc8cd402500255d63be11f8533d434f281619ea9f377346d60ff342d4	src/main/github/client-tracked-upstream-snapshot.test.ts
source	5384	8a4cf6f13fa1db9840a17629aa66b1003bbb5192fa363ebc0992d278f711be4c	src/main/github/client-work-item-check-summary.test.ts
source	12185	25564a3c9afc9c4a29d97838b2c190ade5e693e08769d3e11d61dfbb8fb11f63	src/main/github/client-work-items-query-paging.test.ts
source	29370	703c506bc611faa2fb43985d5277aec0b30a38c486a8da75a7a93b039c59cc04	src/main/github/client-work-items.test.ts
source	2715	443668b36d273c63c2d12f2774b6371429f8d4a41bfb12c9f592d13a333dc592	src/main/github/client.ts
source	3181	eee4be03fdd5df01f5c686f2c439c97cd9e17b5c39b6ce2ecd60fe646e30cc38	src/main/github/client/check/check-detail-field-mapping.ts
source	755	8f96aba5ba5c0c215d68ec2650f2fc2d4200ac4e8f56787792bb7a55c74e8704	src/main/github/client/check/check-details-abort.ts
source	3236	740e8056998a095e7e84abf18e37712807280dda2e7696b921bc35b720049208	src/main/github/client/check/check-job-log-tails.ts
source	4786	a2895c4d59d3adc657cef7ce2dfb001423a1bbffdbcbf92ea1534d897952a35b	src/main/github/client/check/get-pr-check-details.ts
source	8135	8008882192826e4ab4a47bc1e2ed74683d53f928f3c209db6800038957b112c6	src/main/github/client/check/get-pr-checks.ts
source	3024	d67e89fbe8249b66c64cf5b8dc4a8189a2d601be667c2cb768e9ad53a94331e3	src/main/github/client/check/pr-checks-graphql-query.ts
source	6514	2bec7c04859909a3fecb796afe294596d20913678ff0a1ea93620e53f47657dc	src/main/github/client/check/pr-checks-response-mapping.ts
source	3470	734ddeb683b7140d234ab2fe7914433e7cfbe09b42a057dc98b0d271a981a6e1	src/main/github/client/check/rerun-pr-checks.ts
source	3714	10cd95f16e9a8515e4d48bf047e6052b40eb73cbd5cac72ef22f502a131718c1	src/main/github/client/create/add-pr-review-comment.ts
source	5147	a2eaa60026a12e5eb89f744c5a68e709df79f7f2fa3b0a8e31e58cf10806d929	src/main/github/client/create/create-github-pull-request.ts
source	2527	6ef92f2465855fae08d149b793a1fd2f478b4cab9eebe2d33b53003e4c0e2f14	src/main/github/client/create/create-pr-error-classification.ts
source	2588	4d9cfefd218c59bb07d4b6f0c37dc77391aff9a5f5821640cf539d2fac7e92c0	src/main/github/client/create/pull-request-template.ts
source	1326	81b3de1400519b2e441b6448eb52792b9ab246bf204884481cab69b533a6ca70	src/main/github/client/detect/hydrate-work-item-merge-metadata.ts
source	1771	7c8ed65d4d37c95ff84bf56a306131acb11b25c53f24715c65d8dcc3efb8f4e6	src/main/github/client/detect/repository-merge-metadata-cache.ts
source	4549	ac29c5a395a24c6b1d3ce31032da8b0493e3062ee190117fdca45bce0f269d51	src/main/github/client/detect/repository-merge-metadata.ts
source	1035	2717fe1f6b1f5df35b0c38e108d15de232b861e2c63a42674d7d15cd26091124	src/main/github/client/fetch/authenticated-viewer.ts
source	10639	5eec1c1223a38425443b172ad6e1e6391691584641a88eaafe97ef4a0fc0b05f	src/main/github/client/fetch/get-pr-comments.ts
source	4246	26c0323db9b9f4614ce7ef062b9d199b713a5e4e97e5b801358d258bdcf9ffad	src/main/github/client/fetch/get-work-item.ts
source	2626	29c166c1ec1095e133df41b34d67788ceca7939d04e9428bdc5be63f84ebc08d	src/main/github/client/fetch/orca-star.ts
source	1621	d6dd063aab0ca8fc6830193c207aa93484275c74c52f3e200da2840efccf2530	src/main/github/client/fetch/pr-review-threads-query.ts
source	2707	1d05ec503ba949d3793a0038745b5e0c1fe4113a713c1125b23449a5b3b8fff4	src/main/github/client/fetch/repo-slug-upstream.ts
source	6716	ce702f2dea06510b2bdc7c4416448ddc23ecff0c789e225d391c637cc734bdb4	src/main/github/client/fetch/work-item-fetch.ts
source	1841	d672dd25a9e36f34f693cc1a1eea7a6c123968b5553d4909f71c8479384964c8	src/main/github/client/gh-error-predicates.ts
source	1741	8ac81ffbeaf46f48e1a9c3ce18966e60d486ed7652339c56cb13f42241d8c836	src/main/github/client/github-exec-scope.ts
source	5480	b0ecb3b852091182dc8b4fa067272661da6db3014a5ec67a3abc91018a3a4a37	src/main/github/client/list/count-work-items.ts
source	2980	321c1b8a1d55971664e2190959d59e54d6a94ab88b650408412076960eccad09	src/main/github/client/list/list-work-items.ts
source	4914	652fc270d0a574d2643df7caec38525e95f420908b96e532e4770c8f1327c54c	src/main/github/client/list/work-item-issue-page.ts
source	5724	8ccca581d7a265bdb10ee23b91e055403020d58a19aeb46999b9684ae19325c0	src/main/github/client/list/work-item-list-request.ts
source	7964	c6bd892308fbc7e1277fdcc65e4fef41e1e2814f0fe99668c13dcce7807bae6c	src/main/github/client/list/work-item-pages.ts
source	6798	e1ccb2bd1f8e2c7d71a6c617ff9583062b27ef018a2ee4e608701f933547e62d	src/main/github/client/list/work-item-search-batch.ts
source	4277	0569bc7bc2c374d757123a473f62b6dd19bb93f45771ea53c04b1ddebe4ae08b	src/main/github/client/list/work-item-search-page.ts
source	2037	e3b1d5b7f1a042c9091de862234cc7dd23f0882997900a19cf0f13949ea296bf	src/main/github/client/list/work-item-search-query.ts
